,comment_num,url,comment,comment_time
10,0,https://everytime.kr/375134/v/56316293,"자취러들 모여라~~~📢📢”편의로운 1인가구 페스티벌 in Seoul”에 초대합니다,""나 혼자 산다"" 혼자 사는 '불편의점'을 '편의점'으로 <편의로운 1인가구 페스티벌 in 성북> 이
11월 16일 간담회를 시작으로 17일 토요일에 무중력지대에서 개최됩니다.

자취꿀템 공유마켓
1인가구 보안과 셀프인테리어 강연
서울시 청년자치정부 정책간담회
편의점 혼밥 요리대회

홈페이지 https://single1ifefestival.wixsite.com/single1ifefestival
공식블로그 http://blog.naver.com/1ife_festival
인스타그램 single1ifefestival
메일 single1ifefestival@gmail.com",18/11/05 20:16
11,4,https://everytime.kr/402079/v/262977371," ,여자 쉐어하우스 2인실에 들어오실 한 분 구합니다!

기숙사 추합되어 나가요!

아래는 전에 쉐어하우스 주인 분께서 올리셨던 공고입니다 :)

사진에 있는 번호로 연락주세요!,구하셨을까요?,아직 있습니다!,최소 몇 달 계약해야한다 이런게 있을까요?,자세한 직접 연락드려보시면 좋을 것 같아요! :)",22/08/11 00:46
12,6,https://everytime.kr/420105/v/262934909,"모현 쉐어하우스 2인실 거주하실 분 찾습니다!,기숙사 추합되어 나가요! 보증금 5에 월세 25입니다. (6개월 계약)

아래는 전에 쉐어하우스 주인 분께서 올리셨던 모집공고입니다:)

사진에 쉐어하우스 주인 분 연락처 적혀있습니다.,2인실 큰방 두명 다 구하고 있습니다~!,위치가 어디인가요,외대로 40번길 6-5 천성빌라입니다~,2인실 1명 마감되었고, 한 자리 남았습니다~,혹시 type C 는 마감인가요?,넵 마감입니다",22/08/10 19:28
13,18,https://everytime.kr/420105/v/262085578,"<모현 여자 쉐어>,모현 여자전용 쉐어하우스 모집합니다!
관심있으신 분은 문의주시기 바랍니다.,저요!,쪽지 드렸어요~,카드되나요?,계좌이체만 가능해요~,몇개월 계약인가요?
4,5개월 가능한가요?,6개월 계약입니다!,저요,윗 번호로 연락 주시기 바랍니다!,저요!!,윗 번호로 연락 주시기 바랍니다!,아직 자리 있나요?,네, 있습니다!,1인실 있나요??,- 작은 방, 중간 방은 마감되었습니다 -,2인실 마감됐나요?,2인실 한 자리 남았습니다!,type C도 마감된건가요? ㅠㅠ,넵, 마감되었습니다.",22/08/03 21:56
14,1,https://everytime.kr/375137/v/223131253,"후문 반전세 원룸,3000/35(관리비포함), 보증금/월세 조정 가능
후문 서치피쪽 골목에 있는 건물입니다. 후문까지 1분~1분30초쯤 걸립니다.
집주인분들 꼭대기층에 거주하셔서 자잘한 거 연락만 하면 바로 내려와서 해결해주십니다. 입주는 제가 1월 4일에 집을 빼기 때문에 청소하는 시간 고려하면 아마 1월 7일 정도부터 가능할 것 같은데 자세한 사항은 오카 들어오시면 제가 집주인분과 연결해드릴테니 직접 여쭤보셔도 괜찮습니다!!

사진은 얼마전에 짐 뺀 다른 방 사진입니다. 지금 제 방이 어질러져 있어서 부득이하게 부동산 앱에 올라와있는 다른 방 사진 첨부했구요 제 방과 크기, 구조는 같고 책상, 옷장 등 가구배치만 조금 다릅니다.
https://open.kakao.com/o/sLH4i8Md,전세 안될까요?",21/12/19 09:52
15,0,https://everytime.kr/370454/v/214276582,"인테리어 감각 있으신 분!,혹시 가구배치나 저희 집에 어울릴 만한 가구 추천해주실 분 계신가요..?
이번에 원룸 이사했는데 네모네모 빔 맞은것 마냥 온통 네모에 너무 휑해서 도움 받고 싶습니다 ㅠㅜ
도와주시면 사례금 드립니다! 오픈 카톡으로 가격 협의해보아용

원룸 인테리어!
https://open.kakao.com/o/s7NeqNFd",21/10/19 14:58
16,0,https://everytime.kr/375137/v/163960128,"끌올)외대 후문 30초컷 원룸,2/26일에 이사를 가게 되어서 그 이후에 들어오실 분 구합니다. 이사 날짜가 애매하다고 생각하신다면 제가 새로 들어가는 집 이사날짜를 조정해보겠습니다. 원하시는 날짜 있으시면 쪽지로 말씀해주세요. 제가 이사가는 집주인분과 조정해볼게요.
커피베이 옆, 지에스 맞은편 건물이구요. 외관 내부 모두 엄청 깨끗합니다. 주인분이 매일 관리를 해주세요. 방도 넓고 가구배치를 보면 주인분의 배려가 많은 집인걸 알수있어요. 1000-50 관5입니다. 도로변?이긴해도 창이 잘 돼있어서 생각보다 시끄럽지 않습니다. 무엇보다 학교랑 가까워서 너무 좋아요. 사진은 첨부하지만 여건이 되시면 직접 오셔서 보시는게 좋을 것 같아요. 생각보다 넓은데 사진에는 그게 다 안 담겨서요. 쪽지 주시면 주소와 주인분 연락처 넘겨드릴께요. 부담없이 쪽지 주세요!",21/01/28 11:59
17,0,https://everytime.kr/375137/v/37705231,"외대 후문 1분거리 분리형 원룸 (1.5룸) 2층 1000/50,일주일 내로 입주 가능해요 빠르면 빠를수록 좋아요
위치는 서울캠 후문CU에서 1분거리이고
대각선에 GS편의점이 있어요
대로변에서 깊이 들어가지 않아서
여성분들 살기에도 좋은 위치인거 같아요
4층건물 중 2층이에요

정확한 평수는 모르지만 침대 포함
8명 이상은 잘 수 있을정도로 넓어요!!
옷장 두개에 수납장 여러개, 책상, 침대, 냉장고까지
있어도 좁은 느낌이 전혀 안들어요
가구배치하는 재미도 있고요
살면서 이 부분이 제일 좋았어요!!
주방은 분리형이고 화장실에 세탁기가 있고
창문도 있어서 환기도 잘돼요~
방음도 잘돼서 2년 사는동안 옆집소리 전혀 안들렸어요
주인 아주머니가 4층에 살고계시는데 터치는 전혀 없어요
관심있으신분 연락주세요 01093633734
#원룸",18/02/19 19:17
18,2,https://everytime.kr/375137/v/33948465,"후문쪽 원룸(분리형 1.5룸) 내놓습니다!! (1000/50관리비포함),12월 말부터 입주 가능해요 빠르면 빠를수록 좋아요
위치는 서울캠 후문CU에서 1분거리이고
대각선에 GS편의점이 있어요
대로변에서 깊이 들어가지 않아서
여성분들 살기에도 좋은 위치인거 같아요
4층건물 중 2층이에요

정확한 평수는 모르지만 침대 포함
8명 이상은 잘 수 있을정도로 넓어요!!
옷장 두개에 수납장 여러개, 책상, 침대, 냉장고까지
있어도 좁은 느낌이 전혀 안들어요
가구배치하는 재미도 있고요
살면서 이 부분이 제일 좋았어요!!
주방은 분리형이고 화장실에 세탁기가 있고
창문도 있어서 환기도 잘돼요~
방음도 잘돼서 2년 사는동안 옆집소리 전혀 안들렸어요
주인 아주머니가 4층에 살고계시는데 터치는 전혀 없어요
관심있으신분 연락주세요 01093633734
#원룸,얼마예요?,아 제목에 있구낭 죄송합니다",17/12/07 14:18
19,2,https://everytime.kr/402079/v/296705844," ,여학생 쉐어하우스 입주자 구합니다

🔴 셔틀 5분거리

🟠 한 학기 단위로 입주가능
>방학포함, 양도 가능

🟡 개인방에 침대, 옷걸이 포함
>23년 4월 들어온 새 가구)

🟢 냉장고,세탁기,전자레인지,밥솥,요리도구 모두 구비

🔵 개인 가구 비치 가능

🟣 장기입주자 환영, 사진 등 자세한 내용은 오픈카톡 문의,https://open.kakao.com/o/sPsGtE8e,23-1 구했습니다 !
23-2 부터 구하시는 분들은 연락 주셔요 !!",04/02 14:02
20,0,https://everytime.kr/370454/v/296539708,"쉐어하우스 여성전용 1인실,한자리 남았습니당!

https://casabl.modoo.at/?link=c4eu7vz2",04/01 00:15
21,0,https://everytime.kr/402079/v/296043031," ,2023.9~2024.2 모사 쪽 여성 쉐어하우스 1인실 양도합니다!
월세 33만원에 관리비 4~5만원을 룸메 분들과 1/3 해서 내는 식입니다!
2023.7 부터도 가능합니다!
댓글이나 쪽지주세요~~!",03/28 19:17
22,12,https://everytime.kr/374012/v/296025357,"2023.07~2024.02 🏠 여자 쉐어하우스 1인실 양도합니다!,기간: 2023년 7월~2024년 2월

위치: 모현 사거리 비어킹에서 도보 3분 거리

1인실이고 화장실 따로 혼자 사용하실 수 있습니다.

방 안에 책상, 서랍장, 화장대, 작은 냉장고도 있어요.

김치, 쌀 같은 것도 사장님께서 챙겨주십니다!

공용 공간은 주기적으로 청소해 주셔요.

사장님이랑 룸메들이 너무 좋아서 1년 넘게 살던 곳인데, 2학기 교환학생을 가서 양도해요!

더 궁금하신 점 있으면 쪽지 주세요!,판매완료,쉐하 룸메에요..^^ 이렇게 사이가 좋답니다..!,아직 방 있나요?,네~,가격이랑 방사진 알수있을까요..?,쪽지로 오픈카톡 링크 주시면 보여드릴게요!,가격 알고싶어용,쪽지주세요~,저도 가격 알려주세요~~ 그런데 쉐하에서 미라클 모닝도 한다는 게 사실이에요?? 정확히는 미라클 에프터눈이라던데~~~,신고했습니다. 사유는 미라클모닝 제일 실천 안 하시는 분이라서요.,당신 고소할거야. 내 마음에 상처낸 죄로...,삭제된 댓글입니다.,위치는 써뒀습니다! 더 자세히 알고 싶으시면 쪽지주세요!",03/28 17:10
23,2,https://everytime.kr/374012/v/296017908,"2023.9~2024.2 여성 쉐어하우스 1인실 양도합니다 1학기 종강 후 방학 때부터 미리 오셔도 괜찮습니다! 관심 있으신 분들 댓글이나 쪽지, 옵챗 링크 주시면 답장 드릴게요! 😊,2023.9~2024.2 여성 쉐어하우스 1인실 양도합니다
1학기 종강 후 방학 때부터 미리 오셔도 괜찮습니다! 관심 있으신 분들 댓글이나 쪽지, 옵챗 링크 주시면 답장 드릴게요! 😊,삭제된 댓글입니다.,쪽지 드렸어용!,저도 가격 궁금합니다!",03/28 16:16
24,0,https://everytime.kr/375133/v/295916629," ,강남~역삼 사이
쉐어하우스, 고시원, 원룸 살아본 사람!
집 구하고 있는데 추천/비추천 하는 곳 알고싶어서!",03/27 22:20
25,0,https://everytime.kr/370454/v/295848912,"쉐어하우스 여성전용 1인실,양도합니다! 정문까지 5분도 안걸리고
보증금 100 월세 60 관리비 별도에용
시설 좋고 넓고 깨끗합니다!",03/27 14:23
26,0,https://everytime.kr/370454/v/295841806,"쉐어하우스 여성전용 1인실,양도합니다! 월세 60+공과금 관리비 별도
정문에서 5분도 안걸려요
시설도 좋고 넓고 깔끔해요! 있을거 웬만한거 다 있습니당",03/27 13:23
27,0,https://everytime.kr/370454/v/295838034,"쉐어하우스 여성전용 1인실,양도 합니당 쪽지 주시면 자세한 정보 보내드릴게요!",03/27 12:52
28,3,https://everytime.kr/370454/v/295794118,"쉐어하우스 양도,여성전용 1인실 양도합니다!,저 관심있습니당,쪽지 주세용!,YY",03/27 01:20
29,0,https://everytime.kr/374012/v/295475444,"여자 쉐어하우스 양도하시는 분 !!,있으실까요 ㅠ 바로 들어갈 수 있습니다",03/24 19:31
30,6,https://everytime.kr/374012/v/295379444,"2023.9~2024.2 여성 쉐어하우스 1인실 양도합니다,1학기 종강 후 방학 때부터 미리 오셔도 괜찮습니다! 관심 있으신 분들 댓글이나 쪽지, 옵챗 링크 주시면 답장 드릴게요! 😊,저요! 한달 금액은 얼마정도인가요?,쪽지 드렸어요!,확인하시면 답장 부탁드릴게용!,삭제된 댓글입니다.,쪽지 드렸어요!,저도 한달 금액 알고싶습니다!,쪽지 드릴게요!",03/24 00:59
31,0,https://everytime.kr/420105/v/295379049,"2023.9~2024.2 여성 쉐어하우스 1인실 양도합니다,자세한 건 댓글이나 쪽지, 옵챗 링크 주세요! 😊",03/24 00:56
32,0,https://everytime.kr/420105/v/295326064,"여성 쉐어하우스 1인실 양도합니다!,https://everytime.kr/420105/v/294971603",03/23 19:59
33,0,https://everytime.kr/374012/v/294971750,"모사 여성 쉐어하우스 1인실 양도합니다!,제가 짐만 빼는대로 바로 입주하실 수 있습니다.
세 명이서 한 달에 33만원씩 1년치 납부했구요. 그렇기 때문에 보증금은 따로 없습니다.
방 세 개 중 제일 큰 방 사용하고 있고, 디삼 앞 빵차 정류장까지 도보 5분, 씨유 도보 1분 내 위치하고 있습니다.
1년 계약입니다. 들어오시고 마음껏 양도하실 수 있습니다.
더 궁금하신 것 있으시면 댓글이나 쪽지, 옾챗 링크 주시면 말씀 드릴게요!",03/21 18:29
34,5,https://everytime.kr/402079/v/294971694," ,모사 여성 쉐어하우스 1인실 양도합니다!
제가 짐만 빼는대로 바로 입주하실 수 있습니다.
세 명이서 한 달에 33만원씩 1년치 납부했구요. 그렇기 때문에 보증금은 따로 없습니다.
방 세 개 중 제일 큰 방 사용하고 있고, 디삼 앞 빵차 정류장까지 도보 5분, 씨유 도보 1분 내 위치하고 있습니다.
1년 계약입니다. 들어오시고 마음껏 양도하실 수 있는 걸로 알고 있습니다.
더 궁금하신 것 있으시면 댓글이나 쪽지, 옾챗 링크 주시면 말씀 드릴게요!,계약 기간이 얼마나 남은건가요..?,쪽지 드렸어요!,1학기만은 불가능하겠죠 ?ㅠㅠ,1학기만은 안되나요??,안녕하세요 월세 궁금합니다!",03/21 18:29
35,3,https://everytime.kr/420105/v/294971603,"모사 여성 쉐어하우스 1인실 양도합니다!,제가 짐만 빼는대로 바로 입주하실 수 있습니다.
세 명이서 한 달에 33만원씩 1년치 납부했구요. 그렇기 때문에 보증금은 따로 없습니다.
방 세 개 중 제일 큰 방 사용하고 있고, 디삼 앞 빵차 정류장까지 도보 5분, 씨유 도보 1분 내 위치하고 있습니다.
1년 계약입니다. 들어오시고 마음껏 양도하실 수 있는 걸로 알고 있습니다.
더 궁금하신 것 있으시면 댓글이나 쪽지, 옾챗 링크 주시면 말씀 드릴게요!,1년다 양도신가요ㅜ?이번학기만양도는안되죠ㅜ?,지금도 가능한가요?,쪽지 드렸어용",03/21 18:28
36,1,https://everytime.kr/442727/v/294809618," ,서림동에 위치한 쉐어원 양도 구합니다.

5층 중 3층 건물
월세 316,000
관리비 74,800
입니다.

저는 1년 만기 끝나고 원래 연장하려고 했는데 수험 계획을 변경해서 다음 임차인을 구합니다.

여성 전용 쉐어하우스이고, 부엌이랑 화장실을 공용으로 쓰고 방은 개인방을 쓰는 형태인데 1년 동안 만족하면서 잘 살았습니다.

특히 화장실이나 부엌 청소도 깨끗하게 해주셔서 편하게 공부에 전념할 수 있었던 것 같습니다.

채광이나 시설 좋구요, 벌레는 단 한 번도 못 봤어요.

대학동도 역이 생겨서 월세가 많이 올랐더라구요.
집 걱정 크게 안 하고 편하게 공부하실 분들 추천 드립니다.

링크 들어가시면 방이나 건물 사진 뜹니다.
https://m.blog.naver.com/PostView.naver?blogId=urbanhybrid01&logNo=221754270621

카카오톡 오픈채팅을 시작해 보세요.
링크를 선택하면 카카오톡이 실행됩니다.

쉐어원 양도
https://open.kakao.com/o/swUAQUaf,앗 보증금을 안 적었네요 보증금은 500만원입니다!",03/20 19:05
37,4,https://everytime.kr/420105/v/294794839,"원룸 쉐어하우스 양도하시는분,있나요??,기간 언제부터 생각하시나요?,빠르면 좋을거 같아요,아 .. 저는 방학기간만 들어오실 분 구해서요 ㅠㅠ,7월-내년2월 원룸 양도해요",03/20 17:30
38,0,https://everytime.kr/375137/v/294592872,"원룸 쉐어하우스 양도 구합니다,학교 근처 쉐어하우스나 원룸 구합니다",03/19 13:05
39,1,https://everytime.kr/375137/v/294332043,"쉐어하우스 양도받습니다!,외대 주변 쉐어하우스 양도받습니다!
관심 있으시면 쪽지 부탁드릴게요🙏🙏,혹시 구하셨나용?",03/17 15:27
40,1,https://everytime.kr/370454/v/294331964,"쉐어하우스 양도받습니다!,외대주변 쉐어하우스 양도받습니다!
관심 있으시면 쪽지 부탁드릴게요 🙏🙏,양도받습니다는 뭐야",03/17 15:27
41,0,https://everytime.kr/370454/v/292681130,"쉐어하우스,여성전용 쉐어하우스나 하숙집 양도하시는분 있으시면 연락주세요..!",03/08 21:35
42,0,https://everytime.kr/374012/v/292680820,"여자 쉐어하우스 양도 구합니다,정문이랑 가까울수록 좋아요! 연락주세요 😭",03/08 21:34
43,3,https://everytime.kr/420105/v/291919976,"모사 쪽 여성 쉐어하우스 1인실 양도 생각 중입니다!,시기는 4월 초일 것 같아요!,생각있으시면 쪽지주세용,쪽지 보냈어요!,처음으로 연락 주신 분이 계신데 만약 그 분이 살지 않으시겠다고 하시면 순차적으로 연락 드릴게요! 쪽지 한 번씩만 더 보내주시면 감사하겠습니다",03/06 15:42
44,10,https://everytime.kr/402079/v/291918252," ,학교 앞 여성 쉐어하우스 1인실 4월쯤 양도하면 받으실 분 계실까요?,어디인가요??,쪽지 주세요!,저요,쪽지 주세요!,삭제된 댓글입니다.,쪽지 주세요!,저요!!,쪽지 주세요!,저두요🥹,쪽지 주세요!,처음으로 연락 주신 분이 계신데 만약 그 분이 살지 않으시겠다고 하시면 순차적으로 연락 드릴게요! 쪽지 한 번씩만 더 보내주시면 감사하겠습니다",03/06 15:37
45,0,https://everytime.kr/375137/v/291662980,"쉐어하우스 구합니다/추천받습니다,외국인과 언어교환하며 살고 싶습니다.
2층 이상 선호하고 시설은 상관없습니다.
3월 14일부터 입주가능하고 남자입니다.",03/05 19:49
46,0,https://everytime.kr/375137/v/291330046,"쉐어하우스/원룸 구합니다,3.13부터 입주가능해요 양도/임대 모두 쪽지 주세요
남자입니다",03/04 08:15
47,0,https://everytime.kr/374012/v/290530298,"여자 쉐어하우스,양도하실붕구합니다",03/02 00:04
48,0,https://everytime.kr/374012/v/289876694,"쉐어하우스 투룸,쉐하나 투룸 아니면 그냥 어디든,, 룸메 구하시는 분 없을까요 ㅜㅜ",02/27 18:43
49,0,https://everytime.kr/402079/v/289636447," ,여자 쉐어하우스 양도 구합니다! 날짜 맞출 수 있습니다..
편하게 연락주세요ㅜ",02/26 19:50
50,0,https://everytime.kr/402079/v/289540070," ,여성쉐어하우스 1,2인실 상관없이 양도 구합니다! 최대한 빠를수록 좋습니다ㅠㅠ 편하게 연락주세요! 바로 입주도 가능합니다 :)",02/26 09:19
51,4,https://everytime.kr/374012/v/288196598,"에그쉐어하우스,에그 쉐하 1인실 계약하신 분중에 2인ㄹ로 바꾸실분 계신가요? 제가 2인실입니다!,몇 호점이신가요??,2호점인데, 주인분이 같은 분이셔서 상관없을것 같아요! 몇호점이세요??,쪽지 확인 부탁드려요:)),쪽지 드렸습니다!",02/21 01:01
52,0,https://everytime.kr/374012/v/287740602,"남자 쉐어하우스나 투룸 인원 찾으시는분,있으시면 연락주세요^^
민폐 절대 안끼칠 자신있어요 ㅜ",02/18 19:53
53,0,https://everytime.kr/370454/v/287684284,"남자 쉐어하우스 구해요!,설캠입니다!",02/18 12:40
54,3,https://everytime.kr/375138/v/287599523," ,오늘 집 구하러 이문동 갔는데 지옥이었어요.. 부동산 열군데도 더 봤는데 매물 없다 그러고 그나마 보여준 집은 형편없고… 제기동 신설동까지 빠졌는데도 매물이 아예 없더라고요.. 지금 쉐어하우스 구하고 있는데 이것도 되게 비싸네요ㅠㅠ,너무 늦게 구했다ㅠ,지금은 정말 집 구하기가 힘들더라고요...,노원으로 빠져야함 ㄹㅇ",02/17 21:24
55,5,https://everytime.kr/402079/v/287485753," ,여자 쉐어하우스 1인실 양도합니다!

쉐어하우스는 1학기 마치면 계약 만료입니다.

⭐️학교 앞 CU 뒷편 빌라
⭐️기숙사비보다 저렴
⭐️중간방 1인실

방에 침대, 책상, 옷장 O
관리비 X, 전기세와 가스비만 쉐어로 부담
규칙은 쉐어하우스 사용자끼리 정할 예정

가격과 방 사진은 오픈채팅방으로 연락주시면 보내드리겠습니다!,모현 쉐어하우스 양도
https://open.kakao.com/o/sbzpQY4e,------계약 진행중------,양도 되었나요?,양도 되었습니다!,------양도완료------",02/17 11:16
56,1,https://everytime.kr/375138/v/287364274," ,긱사 떨어진 새내기들?🥲 쉐어하우스나 방이나... 구했나...... 나 발등에 불 떨어졌다,왕복 3시간 반 통학 드가자~~",02/16 19:29
57,0,https://everytime.kr/375138/v/287269499," ,쉐어하우스 우주 어떤지 아는 사람있니요오",02/16 11:37
58,1,https://everytime.kr/375138/v/287151888," ,긱사 떨어져서 쉐어하우스 찾아보는 중인데 살아보신 분 계신가요?? 괜찮은지 잘 모르겠어요,노량진쪽 고시텔 추천드려요. 외대 근처 고시원이랑 쉐어하우스 돌아다녀봤는데 방도 별루 없고 시설도 구리더라구요..ㅠㅠ",02/15 20:53
59,0,https://everytime.kr/375137/v/296741593,"중랑역 근처 오픈형 원룸,지인 부탁으로 원룸 양도 글 올립니다.

월세 1,500/ 50 관리비 5
중랑역 5분 거리
동부시장 내, 물가 저렴
3층/4층

개인 테라스 있는 7평 원룸 입니다.

전 세입자는 여자분이셨고 천천이 짐 빼는 중이라 사진에 이전 세입자분 짐이 있어요.

필요하시다면 물건은 전 세입자분과 거래가능합니다.
(화장대. 전자렌지. 테라스에 있는 몬스터렉. 시계 등)

빠른 입주 가능 합니다.
주차는 협의 가능합니다.

010-8265-7828
방보러 오시는건 늦은 밤에도 가능하니 부담없이 문의주시기 바랍니다.",04/02 19:18
60,2,https://everytime.kr/370454/v/296734130,"도서관 취식,도서관 테라스, 1층 카페쪽, 각 층 로비에서 간단한 과일이나 샌드위치 정도는 취식 가능한겨?,젤리는 뇸뇸 목었었움 ㅎㅎ,도서관 카페에서 샌드위치를 파는데 먹을 수 있어야하는거아닝?",04/02 18:16
61,1,https://everytime.kr/370454/v/294848633,"도서관 테라스,다섯시에 잠그는거 맞나요?,네",03/20 22:44
62,1,https://everytime.kr/370454/v/293231054,"도서관 테라스 주말에도 여나요?,제곧내,안 열걸",03/11 12:52
