,comment_num,title,body,url,comment,comment_time
10,2,미아역 자취 어때?,"외대 근처에 비해서 가격도 훨씬싸고 방도 같은 가격대비 넓은데..

남자고 집돌이임",https://everytime.kr/370454/v/295841716,"['예전에 그 쪽 살았었는데 학교 가는 버스 자주 있을걸? 환경도 막 나쁘지 않음 오래된 느낌이긴 하지만', '학교 오기 ㄱㅊ음']",03/27 13:22
11,0,하..,"내 주변 베트남사람들은 왜이렇게 시끄럽냐
자취방도 그렇고 밖에서도 그렇고 마주치는 사람마다;
스트레스받네",https://everytime.kr/370454/v/295823835, ,03/27 10:50
12,0,자취방 공사,하 아니 자취방 바로 옆건물이 건축공사하는데 ㄹㅇ 미칠것 같음 개시끄러워ㅜㅠㅜ 진짜 바로 옆이라 방 창문 열면 포크레인 기사님이랑 인사 쌉가능,https://everytime.kr/374012/v/295822590, ,03/27 10:38
13,1, ,"주말에 본가 갔다오면서 엄마한테 안아달라고 했어. 그리고 진짜 꺼이꺼이 울었어.
내가 많이 사랑하고 보고 싶어. 왜 이렇게 되어버린 걸까.
이유가 있겠지... 첫 자취를 시작하고 진로를 진지하게 고민하는 첫 번째 일년이니까 나름 현실적인 고민도 많았겠지... 그리고 내가 중요한 날에 잘못한 부분이나 그동안 사랑한다는 이유로 계속 넘겨온 부분이나... 무엇보다도 널 기다리지 못하고 내 감정과 불안만 앞세워서 널 도망치게 만든 것도 있겠지.
나, 사진도 지울 엄두가 안나고, 반지도 버릴 엄두가 안나고, 너를 과감히 마음에서 없앨 자신도 없어.
아빠가 나한테 그러더라구... 이기적으로 생각하래. 그런데 아빠는 우리 엄마 꼬시려고 2년동안 쫓아다녔다고 하더라... ㅋㅋㅋ
나도 너를 계속 꼬시고 싶어.
같이 브이로그 찍고 .. 사진 찍고... 정말 아름다운 추억들이야.
나 무서워 사실. 하루하루 갑자기 등골이 오싹해질 정도로 외로워질 때가 많아.
제일 힘든건... 이렇게 너덜너덜한 마음을 가지고 있는 상태로 나에게 주어진 것을 해내야 한다는 거지... 그래도 나는 어떻게든 해낼 생각이야. 그게 나니까.
나는 외대 최강이고 대한민국 최강이 될거야. 근데 나 진짜 너 많이 사랑하나봐. 너 없으니까 너무 슬프다.
보고싶어.
나 좋아하는 여자애들 있겠지... 세상의 반이 여자고 좋은 사람들 많겠지...
그런데 이미 내 마음 속에 너가 들어왔고, 너를 실망시킨 내 자신이 참 웃겨.
어딜가도 추억이 떠올라. 기말고사 시즌에 10시간넘게 카공하던 날도... 경희대 캠퍼스 안에 정원에서 머리 기대고 있던 것도... 영화보고나서 우리들만의 추억의 장소에서 첫키스를 한 것도... 크리스마스에 라라랜드 보면서 함께 밤을 보낸 것도.
나는 도대체 어디까지 추해지는 걸까.
사랑한다는 이유로 용서가 되는 걸까...?
아직까지도 너를 사랑해. 다시 같이 공부하고 운동도 하고 데이트도 하고 뜨거운 밤도 보내고 싶다.
내 인생의 여자는 너뿐이면 좋겠어.
사랑해.",https://everytime.kr/375133/v/295797393,['아프네'],03/27 01:45
14,8,진심 고민이있음,"개인적으로 너무 스트레스 받고 있는 상황이라 조언 좀 구하고싶어서 글까지 쓰게됐네ㅠ

나는 본가에서 취준중인데 엄마 직업이 춤 가르치는 강사야. 그래서 보통 저녁~밤~새벽 사이에 짧게는 1시간 길게는 2-3시간까지 음악 틀어놓고 수업 준비하는데 이게 진짜 조용히 공부하는 내 입장에서 솔직히 극한의 스트레스 상황이야…

방문을 닫아도 들리는 정도의 크기로 틀어놓는데 정말 공부에 집중이 안되면 소리좀 줄여달라고 몇번 말하는데 이것도 한두번이지 이게 반복되니까 말하는 나도 점점 짜증스럽게 말이 나가고 엄마도 수업준비하는건데 노래를 안틀면 어쩌냐고 싸우는 상황이 점점 많아지고 있다…. 에어팟은 있는데 귀아프다고 안끼는 상황이고

근데 이거 피하자고 15분 거리에 있는 스터디카페까지 갔다왔다 비싼 돈까지 내야되나 싶으면서도…하 그 몇시간이 진짜 너무 스트레스 받는 상황이라 공부가 안되는데 아니 대체 이 상황을 어쩌면 좋을까… 난 노래소리가 정말 진저리나서 취업하자마자 바로 자취할 생각인데 후…. 뭐 좋은 절충점이 없을까 지금도 너무 스트레스다…",https://everytime.kr/370454/v/295797274,"['삭제된 댓글입니다.', '에어팟이 있는데 그거 껴달라니까 귀가 아프다고 안껴…', '에어팟 맥스를 낀다면 한트럭을 사다줄수도 있겠다…근데 걍 귀에 끼는게 싫은거인듯…ㅠ', '아 진짜 애매하네... ㅠ', '진짜 이게 너무 애매해…그래서 나도 소리 줄여달라고 하기 점점 더 눈치보이기도 하고 근데 참자니 정말 공부 자체가 안돼', '너는 하루종일 공부하는거야? 그럼 공부스케줄을 좀 바꾸는 건 어때? 그냥 그러실때쯤에 잠자리에 들고 다음날새벽에 공부하는건어때..?', '웬만해서는 하루종일….하는편이긴 하지 시험준비중이라 근데 사실 자려고 침대에 누워도 시끄러워서 잠이안왘ㅋㅋㅋㅋ 진짜 노래라면 치가 떨린다 이젠ㅋㅋㅋㅋㅋㅋ ㅠㅠ 그래도 조언 고마워…', '삭제된 댓글입니다.', '근데 나도 오전 시간대면 당연히 그러지…근데 시간이 거의 23~02시 사이라ㅋㅋㅋㅋ 도서관은 문닫고 뭔가 2시간 정도 공부하자고 왕복 40분정도 스카가고 갈준비하고 이런시간이 과연 맞는건지 모르겠어ㅠㅠ', '익명4말 들어보니 그것도 나쁘지만은 않아보이네…나는 가는 시간 자체가 낭비라고만 생각했는데, 스카 정기권도 생각해볼게ㅋㅋㅋ큐ㅠㅠㅠ 조언 고마워 늦은시간에']",03/27 01:44
15,1, ,설캠 자취하는 사람 중에 파트너 있었음 좋겠다,https://everytime.kr/373437/v/295777164,['그러게'],03/26 23:44
16,1,안성탕면 14봉지 팝니다..,"5봉지 세묶음중 하나 뜯은겁니다,,
제 자취방에 있는 하이라이트로 라면을 끓일수없단 사실을 어제 깨달아 절망하며 눈물을 머금고 팝니다..
단돈 7천원.. (인터넷 최저가 3380/5*14=9464)

후문에서 직거래합니다..",https://everytime.kr/375137/v/295763575,['저 사고 싶습니다 선생님'],03/26 22:32
17,6,부모님 몰래 휴학 가능함?,이문에서 자취함,https://everytime.kr/370454/v/295763185,"['가능하긴 하지', '평생비밀은 어려울거같은데', '왜죠..?', '아 증명서 따면 나와서 그런가요..ㅍ', '졸업시기나 등록금이슈나... 등등?! 꼼꼼하게 비밀로 하면 될수도있겠지만요', '휴학사실이 사라지진않으니 음..']",03/26 22:30
18,7, ,"너네 한 달 용돈 100만원으로 알바 안 하고 충분히 살 수 있음? 자취생 기준

월세, 휴대폰비, 교통비는 지원해주심",https://everytime.kr/375133/v/295752481,"['ㅇㅇㅇ', 'able', 'ㅇㅇ 60도 충분하지 않나? 식비랑 책값 여가생활 이정도니까', '완전 가능..', '100이면 널널한데', '100이면 널널함~ 난 50받는데 할거 다 하고 살아', '쌉가능']",03/26 21:28
19,3,자취생,불멍용 초 추천 좀,https://everytime.kr/370454/v/295744650,"['가스레인지', 'ㅋㅋㅋ👍👍', '우드윅! 나무 심지라 타닥 소리도 들려서 좋음']",03/26 20:38
20,8,자취생분들 중에,"당근 2개당 1000원에 가져가실 분,, 정기적으로 구독하고 있는 채소박스 서비스가 있는데 당근이 너무 많이 와서요 ㅠㅠ",https://everytime.kr/374012/v/295729364,"['당근 맛업서😞', 'ㄹㅇ', '채소박스 서비스가 있어요? 어디서 신청해요?', '저도', '어디사세여?? 저 당근 두개 살래용', '쪽지 봐주세요! 🥺', '저요... 당근 두개 살게요...', '쪽지 봐주세요! 🥺']",03/26 18:50
21,0, ,모현 자취방 초대해줄 여자 있어?,https://everytime.kr/373437/v/295728832, ,03/26 18:46
22,3,우루과이전 직관 같이 가실 분,글캠 긱사생이나 자취생 중에 우루과이전 직관 같이 갔다가 다시 같이 돌아오실 분!! 쪽지ㄱㄱ,https://everytime.kr/374012/v/295716986,"['삭제된 댓글입니다.', '아놔', '표만 있으면.. 저여', '저도 표가 제거 밖에 없어서....']",03/26 17:10
23,4,학기 중간에 자취방,"구해지나요???
ㅆㅂ 힘들어서 통학 못하겠어",https://everytime.kr/370454/v/295706115,"['넹', '구할라면 구해짐 저도 2주 전에 구했음', '혹시 거리 몇분정도 되시나용', '방 2개 봤는데 한 개는 외대앞역쪽이고 한개는 후문쪽이에여 인문관까지 무려 2분거리']",03/26 15:38
24,8,책 대여 구합니다 ..!,"긱사나 학교 근처에서 자취하시는 분중에 호메르스 아리스토텔레스 장영란 - 좋은 삶이란 책 가지고 계신분 하루만 빌려주신다면 밥을 사든 뭘로든 사례할게요 ,, 빌려주세요 !!",https://everytime.kr/370454/v/295702492,"['삭제된 댓글입니다.', '주말이라 도서관이 열리지 않았어요 ㅠㅜㅜㅠ', '그래야겠네요 ㅠㅜ', 'e북 알아봐', '전부 e북이 없는 책들이더라구요 ,,,', '?? 월요일 1차보고서 제출아녀?', '물론 나도 지금 시작도 안했지만', '맞아유 ~ ㅋㅋㅋㅋㅋ', '덕분에 용기를 얻었다']",03/26 15:06
25,4,자취익들 보통 하루에 식비 얼마나 써??,요리 안하고 사먹는다고 하면 그래도 하루에 15000~20000원 정도 쓰나..???,https://everytime.kr/370454/v/295676776,"['약속 있는 날 아니면 그 정돈 안 쓰는 듯 그냥 만 원 이내?', '…?!맨날 학식 먹어?? 그래도 두끼는 밖에서 사먹지 않앙?', '사먹어도 가격대 사오천원인 거 자주 먹어 맨날 만 원짜리 먹긴 좀 그래서', '아 글쿠나 그럼 사오천원 가격대 추천해줄수 있어? 내가 아는건 몬플….밖에없어']",03/26 10:38
